report_year,agency_jurisdiction,violent_crimes
1986,"Minneapolis, MN",5959.0
1986,"Montgomery County, MD",1630.0
1986,"Nashville, TN",4218.0
1986,"Nassau County, NY",1978.0
1986,"New Orleans, LA",9165.0
1986,"New York City, NY",143251.0
1986,"Newark, NJ",10160.0
1986,"Oakland, CA",6985.0
1986,"Oklahoma City, OK",4239.0
1986,"Omaha, NE",2726.0
1986,"Orlando, FL",3416.0
1986,"Philadelphia, PA",17207.0
1986,"Phoenix, AZ",9238.0
1986,"Pittsburgh, PA",4707.0
1986,"Portland, OR",8804.0
1986,"Prince George's County, MD",5294.0
1986,"Raleigh, NC",1163.0
1986,"Sacramento, CA",4238.0
1986,"Salt Lake City, UT",1246.0
1986,"San Antonio, TX",6237.0
1986,"San Diego, CA",8522.0
1986,"San Francisco, CA",9506.0
1986,"San Jose, CA",4020.0
1986,"Seattle, WA",6790.0
1986,"St. Louis, MO",9889.0
1986,"Suffolk County, NY",2595.0
1986,"Tampa, FL",8147.0
1986,"Tucson, AZ",3644.0
1986,"Tulsa, OK",3295.0
1986,"Virginia Beach, VA",736.0
1986,"Washington, DC",9422.0
1986,"Wichita, KS",1531.0
1987,"Albuquerque, NM",3845.0
1987,"Arlington, TX",1412.0
1987,"Atlanta, GA",12893.0
1987,"Aurora, CO",2700.0
1987,"Austin, TX",2313.0
1987,"Baltimore County, MD",5544.0
1987,"Baltimore, MD",14295.0
1987,"Boston, MA",11954.0
1987,"Buffalo, NY",3555.0
1987,"Charlotte, NC",5992.0
1987,"Chicago, IL",68368.0
1987,"Cincinnati, OH",3167.0
1987,"Cleveland, OH",6964.0
1987,"Columbus, OH",5381.0
1987,"Dallas, TX",20086.0
1987,"Denver, CO",3841.0
1987,"Detroit, MI",27778.0
1987,"El Paso, TX",4332.0
1987,"Fairfax County, VA",965.0
1987,"Fort Worth, TX",7691.0
1987,"Fresno, CA",3373.0
1987,"Honolulu, HI",2258.0
1987,"Houston, TX",18971.0
1987,"Indianapolis, IN",4543.0
1987,"Jacksonville, FL",9577.0
1987,"Kansas City, MO",8423.0
1987,"Las Vegas, NV",3884.0
1987,"Long Beach, CA",4660.0
1987,"Los Angeles County, CA",12325.0
1987,"Los Angeles, CA",63833.0
1987,"Louisville, KY",0.0
1987,"Memphis, TN",8833.0
1987,"Mesa, AZ",1293.0
1987,"Miami, FL",11309.0
1987,"Miami-Dade County, FL",15579.0
1987,"Milwaukee, WI",6008.0
1987,"Minneapolis, MN",5538.0
1987,"Montgomery County, MD",1707.0
1987,"Nashville, TN",5253.0
1987,"Nassau County, NY",1866.0
1987,"New Orleans, LA",7678.0
1987,"New York City, NY",148313.0
1987,"Newark, NJ",8926.0
1987,"Oakland, CA",6485.0
1987,"Oklahoma City, OK",3798.0
1987,"Omaha, NE",2536.0
1987,"Orlando, FL",3411.0
1987,"Philadelphia, PA",17398.0
1987,"Phoenix, AZ",8181.0
1987,"Pittsburgh, PA",4318.0
1987,"Portland, OR",8763.0
1987,"Prince George's County, MD",1246.0
1987,"Raleigh, NC",1124.0
1987,"Sacramento, CA",3836.0
1987,"Salt Lake City, UT",1090.0
1987,"San Antonio, TX",6092.0
1987,"San Diego, CA",9112.0
1987,"San Francisco, CA",9298.0
1987,"San Jose, CA",4378.0
1987,"Seattle, WA",7096.0
1987,"St. Louis, MO",9778.0
1987,"Suffolk County, NY",2817.0
1987,"Tampa, FL",8899.0
1987,"Tucson, AZ",3523.0
1987,"Tulsa, OK",3129.0
1987,"Virginia Beach, VA",718.0
1987,"Washington, DC",10016.0
1987,"Wichita, KS",1566.0
1988,"Albuquerque, NM",4275.0
1988,"Arlington, TX",1388.0
1988,"Atlanta, GA",15911.0
1988,"Aurora, CO",2625.0
1988,"Austin, TX",2508.0
1988,"Baltimore County, MD",6515.0
1988,"Baltimore, MD",14721.0
1988,"Boston, MA",12175.0
1988,"Buffalo, NY",4271.0
1988,"Charlotte, NC",6815.0
1988,"Chicago, IL",69318.0
1988,"Cincinnati, OH",3199.0
1988,"Cleveland, OH",7333.0
1988,"Columbus, OH",5802.0
1988,"Dallas, TX",21135.0
1988,"Denver, CO",3634.0
1988,"Detroit, MI",25805.0
1988,"El Paso, TX",4505.0
1988,"Fairfax County, VA",986.0
1988,"Fort Worth, TX",7326.0
1988,"Fresno, CA",3997.0
1988,"Honolulu, HI",2186.0
1988,"Houston, TX",19817.0
1988,"Indianapolis, IN",5635.0
1988,"Jacksonville, FL",0.0
1988,"Kansas City, MO",8316.0
1988,"Las Vegas, NV",4024.0
1988,"Long Beach, CA",5153.0
1988,"Los Angeles County, CA",12331.0
1988,"Los Angeles, CA",66736.0
1988,"Louisville, KY",0.0
1988,"Memphis, TN",8914.0
1988,"Mesa, AZ",1396.0
1988,"Miami, FL",12961.0
1988,"Miami-Dade County, FL",16436.0
1988,"Milwaukee, WI",5037.0
1988,"Minneapolis, MN",5500.0
1988,"Montgomery County, MD",1884.0
1988,"Nashville, TN",5290.0
1988,"Nassau County, NY",2021.0
1988,"New Orleans, LA",8923.0
1988,"New York City, NY",162916.0
1988,"Newark, NJ",9733.0
1988,"Oakland, CA",6049.0
1988,"Oklahoma City, OK",3986.0
1988,"Omaha, NE",2774.0
1988,"Orlando, FL",3587.0
1988,"Philadelphia, PA",17082.0
1988,"Phoenix, AZ",8477.0
1988,"Pittsburgh, PA",4118.0
1988,"Portland, OR",8686.0
1988,"Prince George's County, MD",6014.0
1988,"Raleigh, NC",1177.0
1988,"Sacramento, CA",3582.0
1988,"Salt Lake City, UT",1036.0
1988,"San Antonio, TX",5273.0
1988,"San Diego, CA",9171.0
1988,"San Francisco, CA",9667.0
1988,"San Jose, CA",4689.0
1988,"Seattle, WA",6879.0
1988,"St. Louis, MO",10481.0
1988,"Suffolk County, NY",2984.0
1988,"Tampa, FL",0.0
1988,"Tucson, AZ",3527.0
1988,"Tulsa, OK",3462.0
1988,"Virginia Beach, VA",717.0
1988,"Washington, DC",11913.0
1988,"Wichita, KS",1655.0
1989,"Albuquerque, NM",4696.0
1989,"Arlington, TX",1550.0
1989,"Atlanta, GA",16852.0
1989,"Aurora, CO",2859.0
1989,"Austin, TX",2605.0
1989,"Baltimore County, MD",7237.0
1989,"Baltimore, MD",15618.0
1989,"Boston, MA",12919.0
1989,"Buffalo, NY",4479.0
1989,"Charlotte, NC",7640.0
1989,"Chicago, IL",73590.0
1989,"Cincinnati, OH",3690.0
1989,"Cleveland, OH",7965.0
1989,"Columbus, OH",5986.0
1989,"Dallas, TX",21228.0
1989,"Denver, CO",3572.0
1989,"Detroit, MI",24956.0
1989,"El Paso, TX",4722.0
1989,"Fairfax County, VA",1047.0
1989,"Fort Worth, TX",6668.0
1989,"Fresno, CA",4289.0
1989,"Honolulu, HI",2165.0
1989,"Houston, TX",19528.0
1989,"Indianapolis, IN",5859.0
1989,"Jacksonville, FL",9449.0
1989,"Kansas City, MO",8996.0
1989,"Las Vegas, NV",4094.0
1989,"Long Beach, CA",7169.0
1989,"Los Angeles County, CA",15563.0
1989,"Los Angeles, CA",77297.0
1989,"Louisville, KY",0.0
1989,"Memphis, TN",8030.0
1989,"Mesa, AZ",1400.0
1989,"Miami, FL",14093.0
1989,"Miami-Dade County, FL",19140.0
1989,"Milwaukee, WI",4270.0
1989,"Minneapolis, MN",5367.0
1989,"Montgomery County, MD",1896.0
1989,"Nashville, TN",5230.0
1989,"Nassau County, NY",1827.0
1989,"New Orleans, LA",10203.0
1989,"New York City, NY",169487.0
1989,"Newark, NJ",10340.0
1989,"Oakland, CA",5555.0
1989,"Oklahoma City, OK",4307.0
1989,"Omaha, NE",2751.0
1989,"Orlando, FL",3343.0
1989,"Philadelphia, PA",18054.0
1989,"Phoenix, AZ",8481.0
1989,"Pittsburgh, PA",4579.0
1989,"Portland, OR",8052.0
1989,"Prince George's County, MD",6550.0
1989,"Raleigh, NC",1248.0
1989,"Sacramento, CA",3658.0
1989,"Salt Lake City, UT",1197.0
1989,"San Antonio, TX",5253.0
1989,"San Diego, CA",10124.0
1989,"San Francisco, CA",10064.0
1989,"San Jose, CA",4535.0
1989,"Seattle, WA",6878.0
1989,"St. Louis, MO",12644.0
1989,"Suffolk County, NY",2844.0
1989,"Tampa, FL",7910.0
1989,"Tucson, AZ",3187.0
1989,"Tulsa, OK",4350.0
1989,"Virginia Beach, VA",762.0
1989,"Washington, DC",12936.0
1989,"Wichita, KS",2302.0
1990,"Albuquerque, NM",5121.0
1990,"Arlington, TX",1876.0
1990,"Atlanta, GA",16097.0
1990,"Aurora, CO",3191.0
1990,"Austin, TX",3326.0
1990,"Baltimore County, MD",6957.0
1990,"Baltimore, MD",17942.0
1990,"Boston, MA",13664.0
1990,"Buffalo, NY",5275.0
1990,"Charlotte, NC",9119.0
1990,"Chicago, IL",82728.0
1990,"Cincinnati, OH",4476.0
1990,"Cleveland, OH",9190.0
1990,"Columbus, OH",7022.0
1990,"Dallas, TX",24550.0
1990,"Denver, CO",4205.0
1990,"Detroit, MI",27747.0
1990,"El Paso, TX",5111.0
1990,"Fairfax County, VA",1013.0
1990,"Fort Worth, TX",7826.0
1990,"Fresno, CA",4399.0
1990,"Honolulu, HI",2412.0
1990,"Houston, TX",22637.0
1990,"Indianapolis, IN",6224.0
1990,"Jacksonville, FL",11654.0
1990,"Kansas City, MO",11087.0
1990,"Las Vegas, NV",4510.0
1990,"Long Beach, CA",8403.0
1990,"Los Angeles County, CA",17404.0
1990,"Los Angeles, CA",83809.0
1990,"Louisville, KY",0.0
1990,"Memphis, TN",9082.0
1990,"Mesa, AZ",1724.0
1990,"Miami, FL",15607.0
1990,"Miami-Dade County, FL",20130.0
1990,"Milwaukee, WI",6282.0
1990,"Minneapolis, MN",4695.0
1990,"Montgomery County, MD",2089.0
1990,"Nashville, TN",6886.0
1990,"Nassau County, NY",1957.0
1990,"New Orleans, LA",11227.0
1990,"New York City, NY",174542.0
1990,"Newark, NJ",10684.0
1990,"Oakland, CA",5845.0
1990,"Oklahoma City, OK",4813.0
1990,"Omaha, NE",3140.0
1990,"Orlando, FL",4109.0
1990,"Philadelphia, PA",21387.0
1990,"Phoenix, AZ",10665.0
1990,"Pittsburgh, PA",5017.0
1990,"Portland, OR",7836.0
1990,"Prince George's County, MD",7526.0
1990,"Raleigh, NC",1179.0
1990,"Sacramento, CA",3978.0
1990,"Salt Lake City, UT",1355.0
1990,"San Antonio, TX",5730.0
1990,"San Diego, CA",12047.0
1990,"San Francisco, CA",12388.0
1990,"San Jose, CA",4698.0
1990,"Seattle, WA",7780.0
1990,"St. Louis, MO",13682.0
1990,"Suffolk County, NY",3012.0
1990,"Tampa, FL",9314.0
1990,"Tucson, AZ",3680.0
1990,"Tulsa, OK",4898.0
1990,"Virginia Beach, VA",902.0
1990,"Washington, DC",14919.0
1990,"Wichita, KS",2189.0
1991,"Albuquerque, NM",5591.0
1991,"Arlington, TX",2108.0
1991,"Atlanta, GA",16327.0
1991,"Aurora, CO",3746.0
1991,"Austin, TX",2968.0
1991,"Baltimore County, MD",7618.0
1991,"Baltimore, MD",19032.0
1991,"Boston, MA",11829.0
1991,"Buffalo, NY",6042.0
1991,"Charlotte, NC",8760.0
1991,"Chicago, IL",90520.0
1991,"Cincinnati, OH",5794.0
1991,"Cleveland, OH",9341.0
1991,"Columbus, OH",7221.0
1991,"Dallas, TX",26411.0
1991,"Denver, CO",5034.0
1991,"Detroit, MI",28262.0
1991,"El Paso, TX",5616.0
1991,"Fairfax County, VA",954.0
1991,"Fort Worth, TX",8914.0
1991,"Fresno, CA",4608.0
1991,"Honolulu, HI",2058.0
1991,"Houston, TX",26651.0
1991,"Indianapolis, IN",7072.0
1991,"Jacksonville, FL",10645.0
1991,"Kansas City, MO",12413.0
1991,"Las Vegas, NV",5661.0
1991,"Long Beach, CA",9209.0
1991,"Los Angeles County, CA",17018.0
1991,"Los Angeles, CA",89875.0
1991,"Louisville, KY",0.0
1991,"Memphis, TN",8818.0
1991,"Mesa, AZ",2058.0
1991,"Miami, FL",15420.0
1991,"Miami-Dade County, FL",19139.0
1991,"Milwaukee, WI",6228.0
1991,"Minneapolis, MN",5889.0
1991,"Montgomery County, MD",2445.0
1991,"Nashville, TN",7989.0
1991,"Nassau County, NY",2287.0
1991,"New Orleans, LA",10969.0
1991,"New York City, NY",170390.0
1991,"Newark, NJ",9402.0
1991,"Oakland, CA",9484.0
1991,"Oklahoma City, OK",5066.0
1991,"Omaha, NE",3242.0
1991,"Orlando, FL",2011.0
1991,"Philadelphia, PA",22451.0
1991,"Phoenix, AZ",11010.0
1991,"Pittsburgh, PA",4294.0
1991,"Portland, OR",8121.0
1991,"Prince George's County, MD",7702.0
1991,"Raleigh, NC",1761.0
1991,"Sacramento, CA",4896.0
1991,"Salt Lake City, UT",1319.0
1991,"San Antonio, TX",7573.0
1991,"San Diego, CA",13830.0
1991,"San Francisco, CA",12160.0
1991,"San Jose, CA",5258.0
1991,"Seattle, WA",7221.0
1991,"St. Louis, MO",14076.0
1991,"Suffolk County, NY",3236.0
1991,"Tampa, FL",10030.0
1991,"Tucson, AZ",3896.0
1991,"Tulsa, OK",4923.0
1991,"Virginia Beach, VA",1087.0
1991,"Washington, DC",14665.0
1991,"Wichita, KS",2672.0
1992,"Albuquerque, NM",6168.0
1992,"Arlington, TX",2056.0
1992,"Atlanta, GA",15856.0
1992,"Aurora, CO",4064.0
1992,"Austin, TX",2850.0
1992,"Baltimore County, MD",7660.0
1992,"Baltimore, MD",21799.0
1992,"Boston, MA",11672.0
1992,"Buffalo, NY",6367.0
1992,"Charlotte, NC",9456.0
1992,"Chicago, IL",84242.0
1992,"Cincinnati, OH",5793.0
1992,"Cleveland, OH",8532.0
1992,"Columbus, OH",7029.0
1992,"Dallas, TX",21682.0
1992,"Denver, CO",5303.0
1992,"Detroit, MI",26447.0
1992,"El Paso, TX",5826.0
1992,"Fairfax County, VA",1060.0
1992,"Fort Worth, TX",9392.0
1992,"Fresno, CA",5363.0
1992,"Honolulu, HI",2382.0
1992,"Houston, TX",24837.0
1992,"Indianapolis, IN",6814.0
1992,"Jacksonville, FL",11548.0
1992,"Kansas City, MO",12594.0
1992,"Las Vegas, NV",6027.0
1992,"Long Beach, CA",6925.0
1992,"Los Angeles County, CA",18730.0
1992,"Los Angeles, CA",88919.0
1992,"Louisville, KY",0.0
1992,"Memphis, TN",9764.0
1992,"Mesa, AZ",2054.0
1992,"Miami, FL",13945.0
1992,"Miami-Dade County, FL",18949.0
1992,"Milwaukee, WI",6332.0
1992,"Minneapolis, MN",6199.0
1992,"Montgomery County, MD",2328.0
1992,"Nashville, TN",8382.0
1992,"Nassau County, NY",2360.0
1992,"New Orleans, LA",10007.0
1992,"New York City, NY",159578.0
1992,"Newark, NJ",9715.0
1992,"Oakland, CA",10140.0
1992,"Oklahoma City, OK",6358.0
1992,"Omaha, NE",2207.0
1992,"Orlando, FL",3232.0
1992,"Philadelphia, PA",19103.0
1992,"Phoenix, AZ",10907.0
1992,"Pittsburgh, PA",4495.0
1992,"Portland, OR",8389.0
1992,"Prince George's County, MD",7265.0
1992,"Raleigh, NC",2171.0
1992,"Sacramento, CA",4674.0
1992,"Salt Lake City, UT",1317.0
1992,"San Antonio, TX",7131.0
1992,"San Diego, CA",14792.0
1992,"San Francisco, CA",13676.0
1992,"San Jose, CA",5427.0
1992,"Seattle, WA",7327.0
1992,"St. Louis, MO",13247.0
1992,"Suffolk County, NY",3472.0
1992,"Tampa, FL",9864.0
1992,"Tucson, AZ",4327.0
1992,"Tulsa, OK",5008.0
1992,"Virginia Beach, VA",1155.0
1992,"Washington, DC",16680.0
1992,"Wichita, KS",2754.0
1993,"Albuquerque, NM",6696.0
1993,"Arlington, TX",2259.0
1993,"Atlanta, GA",16281.0
1993,"Aurora, CO",4457.0
1993,"Austin, TX",3011.0
1993,"Baltimore County, MD",7451.0
1993,"Baltimore, MD",21945.0
1993,"Boston, MA",10843.0
1993,"Buffalo, NY",6041.0
1993,"Charlotte, NC",9725.0
1993,"Chicago, IL",79183.0
1993,"Cincinnati, OH",5621.0
1993,"Cleveland, OH",8310.0
1993,"Columbus, OH",7146.0
1993,"Dallas, TX",18176.0
1993,"Denver, CO",5252.0
1993,"Detroit, MI",28358.0
1993,"El Paso, TX",6109.0
1993,"Fairfax County, VA",920.0
1993,"Fort Worth, TX",6979.0
1993,"Fresno, CA",5511.0
1993,"Honolulu, HI",2501.0
1993,"Houston, TX",25069.0
1993,"Indianapolis, IN",6292.0
1993,"Jacksonville, FL",11417.0
1993,"Kansas City, MO",10961.0
1993,"Las Vegas, NV",7281.0
1993,"Long Beach, CA",7116.0
1993,"Los Angeles County, CA",16054.0
1993,"Los Angeles, CA",83701.0
1993,"Louisville, KY",0.0
1993,"Memphis, TN",10113.0
1993,"Mesa, AZ",2335.0
1993,"Miami, FL",14502.0
1993,"Miami-Dade County, FL",20761.0
1993,"Milwaukee, WI",6014.0
1993,"Minneapolis, MN",6481.0
1993,"Montgomery County, MD",2110.0
1993,"Nashville, TN",9164.0
1993,"Nassau County, NY",2117.0
1993,"New Orleans, LA",10024.0
1993,"New York City, NY",153543.0
1993,"Newark, NJ",10222.0
1993,"Oakland, CA",9809.0
1993,"Oklahoma City, OK",6480.0
1993,"Omaha, NE",3899.0
1993,"Orlando, FL",4140.0
1993,"Philadelphia, PA",19576.0
1993,"Phoenix, AZ",11911.0
1993,"Pittsburgh, PA",4479.0
1993,"Portland, OR",8445.0
1993,"Prince George's County, MD",7905.0
1993,"Raleigh, NC",2030.0
1993,"Sacramento, CA",4850.0
1993,"Salt Lake City, UT",1402.0
1993,"San Antonio, TX",6725.0
1993,"San Diego, CA",13463.0
1993,"San Francisco, CA",13365.0
1993,"San Jose, CA",5317.0
1993,"Seattle, WA",7437.0
1993,"St. Louis, MO",14998.0
1993,"Suffolk County, NY",3138.0
1993,"Tampa, FL",9379.0
1993,"Tucson, AZ",4363.0
1993,"Tulsa, OK",4921.0
1993,"Virginia Beach, VA",1248.0
1993,"Washington, DC",16888.0
1993,"Wichita, KS",2743.0
1994,"Albuquerque, NM",6707.0
1994,"Arlington, TX",2443.0
1994,"Atlanta, GA",14684.0
1994,"Aurora, CO",3661.0
1994,"Austin, TX",3249.0
1994,"Baltimore County, MD",7188.0
1994,"Baltimore, MD",20951.0
1994,"Boston, MA",10664.0
1994,"Buffalo, NY",6890.0
1994,"Charlotte, NC",9102.0
1994,"Chicago, IL",78291.0
1994,"Cincinnati, OH",4855.0
1994,"Cleveland, OH",7744.0
1994,"Columbus, OH",6761.0
1994,"Dallas, TX",16886.0
1994,"Denver, CO",4706.0
1994,"Detroit, MI",27471.0
1994,"El Paso, TX",5369.0
1994,"Fairfax County, VA",912.0
1994,"Fort Worth, TX",6035.0
1994,"Fresno, CA",6199.0
1994,"Honolulu, HI",2528.0
1994,"Houston, TX",22986.0
1994,"Indianapolis, IN",6467.0
1994,"Jacksonville, FL",10423.0
1994,"Kansas City, MO",10693.0
1994,"Las Vegas, NV",9418.0
1994,"Long Beach, CA",6324.0
1994,"Los Angeles County, CA",15078.0
1994,"Los Angeles, CA",73102.0
1994,"Louisville, KY",0.0
1994,"Memphis, TN",9855.0
1994,"Mesa, AZ",2364.0
1994,"Miami, FL",12971.0
1994,"Miami-Dade County, FL",19518.0
1994,"Milwaukee, WI",6562.0
1994,"Minneapolis, MN",7074.0
1994,"Montgomery County, MD",2146.0
1994,"Nashville, TN",9375.0
1994,"Nassau County, NY",1963.0
1994,"New Orleans, LA",9321.0
1994,"New York City, NY",136522.0
1994,"Newark, NJ",10409.0
1994,"Oakland, CA",8330.0
1994,"Oklahoma City, OK",6471.0
1994,"Omaha, NE",3930.0
1994,"Orlando, FL",4109.0
1994,"Philadelphia, PA",20638.0
1994,"Phoenix, AZ",11627.0
1994,"Pittsburgh, PA",4105.0
1994,"Portland, OR",8808.0
1994,"Prince George's County, MD",7378.0
1994,"Raleigh, NC",2170.0
1994,"Sacramento, CA",4698.0
1994,"Salt Lake City, UT",1320.0
1994,"San Antonio, TX",6471.0
1994,"San Diego, CA",12599.0
1994,"San Francisco, CA",10837.0
1994,"San Jose, CA",5915.0
1994,"Seattle, WA",6538.0
1994,"St. Louis, MO",14644.0
1994,"Suffolk County, NY",2523.0
1994,"Tampa, FL",10262.0
1994,"Tucson, AZ",4882.0
1994,"Tulsa, OK",4639.0
1994,"Virginia Beach, VA",1158.0
1994,"Washington, DC",15177.0
1994,"Wichita, KS",2350.0
1995,"Albuquerque, NM",4735.0
1995,"Arlington, TX",2576.0
1995,"Atlanta, GA",14744.0
1995,"Aurora, CO",1958.0
1995,"Austin, TX",4050.0
1995,"Baltimore County, MD",7663.0
1995,"Baltimore, MD",21492.0
1995,"Boston, MA",9569.0
1995,"Buffalo, NY",6333.0
1995,"Charlotte, NC",9228.0
1995,"Chicago, IL",73011.0
1995,"Cincinnati, OH",4640.0
1995,"Cleveland, OH",8150.0
1995,"Columbus, OH",6624.0
1995,"Dallas, TX",15969.0
1995,"Denver, CO",4357.0
1995,"Detroit, MI",24011.0
1995,"El Paso, TX",4948.0
1995,"Fairfax County, VA",897.0
1995,"Fort Worth, TX",5344.0
1995,"Fresno, CA",5659.0
1995,"Honolulu, HI",2882.0
1995,"Houston, TX",22260.0
1995,"Indianapolis, IN",5707.0
1995,"Jacksonville, FL",9596.0
1995,"Kansas City, MO",9734.0
1995,"Las Vegas, NV",9523.0
1995,"Long Beach, CA",5649.0
1995,"Los Angeles County, CA",14140.0
1995,"Los Angeles, CA",70518.0
1995,"Louisville, KY",0.0
1995,"Memphis, TN",11039.0
1995,"Mesa, AZ",2638.0
1995,"Miami, FL",12927.0
1995,"Miami-Dade County, FL",18560.0
1995,"Milwaukee, WI",6737.0
1995,"Minneapolis, MN",7076.0
1995,"Montgomery County, MD",2359.0
1995,"Nashville, TN",9376.0
1995,"Nassau County, NY",1867.0
1995,"New Orleans, LA",10876.0
1995,"New York City, NY",114023.0
1995,"Newark, NJ",10371.0
1995,"Oakland, CA",8323.0
1995,"Oklahoma City, OK",6027.0
1995,"Omaha, NE",3585.0
1995,"Orlando, FL",3772.0
1995,"Philadelphia, PA",21860.0
1995,"Phoenix, AZ",11590.0
1995,"Pittsburgh, PA",3474.0
1995,"Portland, OR",8833.0
1995,"Prince George's County, MD",7926.0
1995,"Raleigh, NC",2039.0
1995,"Sacramento, CA",4280.0
1995,"Salt Lake City, UT",1375.0
1995,"San Antonio, TX",5178.0
1995,"San Diego, CA",11077.0
1995,"San Francisco, CA",10903.0
1995,"San Jose, CA",6649.0
1995,"Seattle, WA",4904.0
1995,"St. Louis, MO",12452.0
1995,"Suffolk County, NY",2269.0
1995,"Tampa, FL",8735.0
1995,"Tucson, AZ",5427.0
1995,"Tulsa, OK",4359.0
1995,"Virginia Beach, VA",968.0
1995,"Washington, DC",14745.0
1995,"Wichita, KS",2185.0
1996,"Albuquerque, NM",6267.0
1996,"Arlington, TX",2478.0
1996,"Atlanta, GA",13699.0
1996,"Aurora, CO",1629.0
1996,"Austin, TX",3821.0
1996,"Baltimore County, MD",7408.0
1996,"Baltimore, MD",19509.0
1996,"Boston, MA",9154.0
1996,"Buffalo, NY",4524.0
1996,"Charlotte, NC",8915.0
1996,"Chicago, IL",67498.0
1996,"Cincinnati, OH",3921.0
1996,"Cleveland, OH",7631.0
1996,"Columbus, OH",6216.0
1996,"Dallas, TX",16280.0
1996,"Denver, CO",3832.0
1996,"Detroit, MI",23239.0
1996,"El Paso, TX",5138.0
1996,"Fairfax County, VA",943.0
1996,"Fort Worth, TX",4984.0
1996,"Fresno, CA",5461.0
1996,"Honolulu, HI",2748.0
1996,"Houston, TX",22456.0
1996,"Indianapolis, IN",7418.0
1996,"Jacksonville, FL",9765.0
1996,"Kansas City, MO",8885.0
1996,"Las Vegas, NV",8409.0
1996,"Long Beach, CA",5069.0
1996,"Los Angeles County, CA",12772.0
1996,"Los Angeles, CA",62840.0
1996,"Louisville, KY",0.0
1996,"Memphis, TN",12535.0
1996,"Mesa, AZ",2459.0
1996,"Miami, FL",11990.0
1996,"Miami-Dade County, FL",19025.0
1996,"Milwaukee, WI",5974.0
1996,"Minneapolis, MN",6808.0
1996,"Montgomery County, MD",2165.0
1996,"Nashville, TN",10021.0
1996,"Nassau County, NY",1835.0
1996,"New Orleans, LA",11021.0
1996,"New York City, NY",98660.0
1996,"Newark, NJ",8761.0
1996,"Oakland, CA",8168.0
1996,"Oklahoma City, OK",5308.0
1996,"Omaha, NE",4742.0
1996,"Orlando, FL",4002.0
1996,"Philadelphia, PA",20190.0
1996,"Phoenix, AZ",10529.0
1996,"Pittsburgh, PA",2850.0
1996,"Portland, OR",7835.0
1996,"Prince George's County, MD",7307.0
1996,"Raleigh, NC",2109.0
1996,"Sacramento, CA",3707.0
1996,"Salt Lake City, UT",1501.0
1996,"San Antonio, TX",4741.0
1996,"San Diego, CA",10148.0
1996,"San Francisco, CA",9886.0
1996,"San Jose, CA",6075.0
1996,"Seattle, WA",4543.0
1996,"St. Louis, MO",10203.0
1996,"Suffolk County, NY",2068.0
1996,"Tampa, FL",8689.0
1996,"Tucson, AZ",5199.0
1996,"Tulsa, OK",4428.0
1996,"Virginia Beach, VA",1075.0
1996,"Washington, DC",13411.0
1996,"Wichita, KS",2372.0
1997,"Albuquerque, NM",5677.0
1997,"Arlington, TX",2420.0
1997,"Atlanta, GA",12830.0
1997,"Aurora, CO",1658.0
1997,"Austin, TX",3527.0
1997,"Baltimore County, MD",7298.0
1997,"Baltimore, MD",17416.0
1997,"Boston, MA",7886.0
1997,"Buffalo, NY",4013.0
1997,"Charlotte, NC",9165.0
1997,"Chicago, IL",65110.0
1997,"Cincinnati, OH",0.0
1997,"Cleveland, OH",7244.0
1997,"Columbus, OH",5987.0
1997,"Dallas, TX",14915.0
1997,"Denver, CO",3535.0
1997,"Detroit, MI",21976.0
1997,"El Paso, TX",4849.0
1997,"Fairfax County, VA",909.0
1997,"Fort Worth, TX",4313.0
1997,"Fresno, CA",4782.0
1997,"Honolulu, HI",2636.0
1997,"Houston, TX",21157.0
1997,"Indianapolis, IN",7852.0
1997,"Jacksonville, FL",9437.0
1997,"Kansas City, MO",8569.0
1997,"Las Vegas, NV",9052.0
1997,"Long Beach, CA",4207.0
1997,"Los Angeles County, CA",11427.0
1997,"Los Angeles, CA",56538.0
1997,"Louisville, KY",0.0
1997,"Memphis, TN",11836.0
1997,"Mesa, AZ",2554.0
1997,"Miami, FL",11018.0
1997,"Miami-Dade County, FL",16995.0
1997,"Milwaukee, WI",6618.0
1997,"Minneapolis, MN",6733.0
1997,"Montgomery County, MD",2133.0
1997,"Nashville, TN",9291.0
1997,"Nassau County, NY",1614.0
1997,"New Orleans, LA",8404.0
1997,"New York City, NY",92853.0
1997,"Newark, NJ",7227.0
1997,"Oakland, CA",8229.0
1997,"Oklahoma City, OK",5065.0
1997,"Omaha, NE",4873.0
1997,"Orlando, FL",4240.0
1997,"Philadelphia, PA",19204.0
1997,"Phoenix, AZ",10376.0
1997,"Pittsburgh, PA",2778.0
1997,"Portland, OR",7600.0
1997,"Prince George's County, MD",6331.0
1997,"Raleigh, NC",2256.0
1997,"Sacramento, CA",3717.0
1997,"Salt Lake City, UT",1467.0
1997,"San Antonio, TX",4170.0
1997,"San Diego, CA",9789.0
1997,"San Francisco, CA",8549.0
1997,"San Jose, CA",6191.0
1997,"Seattle, WA",5002.0
1997,"St. Louis, MO",9591.0
1997,"Suffolk County, NY",2080.0
1997,"Tampa, FL",7988.0
1997,"Tucson, AZ",5116.0
1997,"Tulsa, OK",4596.0
1997,"Virginia Beach, VA",1064.0
1997,"Washington, DC",10706.0
1997,"Wichita, KS",2631.0
1998,"Albuquerque, NM",5563.0
1998,"Arlington, TX",1859.0
